_source_file,time_raw,human_time,map_start_time_raw,map_end_time_raw,mod_name,consensus,extreme_99th,prob_rf,prob_et,prob_lr,prob_gb,human_time,attacker_name,target_name,mod_name,view_delta_deg,view_speed_deg_per_ms,view_best_delta_deg,view_best_speed_deg_per_sec,attacker_target_distance,attacker_xy_speed,attacker_z_speed,attacker_distance_last_second,target_xy_speed,target_z_speed,target_distance_last_second,missile_lifetime,missile_pitch,target_corpse_travel_distance,target_corpse_travel_z_distance
2020-08-21 manaan 2v2.dm_26.dm_meta,160522729,0:08:47,159997204,160999183,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:08:47,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR_SNIPER,0.1818560958,0.0006888488424,5.18519783,157.1272125,2909,0,0,119,94,0,280,,,0,0
2020-06-27 cairn 4v4.dm_26.dm_meta,1148540,0:15:48,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:15:48,^7xenspec,^7CYD INSTAGIB ONLY,MOD_DISRUPTOR,4.184540272,0.01585053094,5.100886822,154.5723267,118,339,0,299,509,303,958,,,1752,1536
2020-05-20 sert��o_alpha7 4v4 (2).dm_26.dm_meta,1509927,0:00:34,1476927,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:00:34,^3Xen_Crypt,^7playing,MOD_DISRUPTOR_SNIPER,0.3856967986,0.005843890831,5.09505415,154.3955841,3447,0,0,64,660,315,680,,,64,13
2020-07-26 telti 4v4 (2).dm_26.dm_meta,2047860,0:07:54,1575498,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:07:54,^3Xen_Crypt,^7cyd,MOD_DISRUPTOR_SNIPER,0.5601950288,0.002829267876,4.843590736,146.7754822,2728,0,0,0,1071,119,1098,,,410,68
2020-06-24 negata-g 2v2.dm_26.dm_meta,47260,0:00:47,8254,,MOD_DISRUPTOR,bad,TRUE,,,,,0:00:47,^3Xen_Crypt,^0Fl^5y^0nn,MOD_DISRUPTOR,0,0,4.754138947,144.0648193,289,0,0,0,833,280,987,,,176,52
2020-06-27 nelvaan 4v4.dm_26.dm_meta,1817355,0:07:00,1398189,,MOD_DISRUPTOR,bad,TRUE,,,,,0:07:00,^7xenspec,^7CYD INSTAGIB ONLY,MOD_DISRUPTOR,0.1752655059,0.005311076064,4.639334202,140.5858917,771,191,155,288,643,171,963,,,170,47
2019-11-27 talay 4v4.dm_26.dm_meta,539133,0:05:24,216063,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:05:24,^3Xen_Crypt,^7ger,MOD_DISRUPTOR_SNIPER,0,0,4.403757095,133.4471893,697,407,831,575,145,495,236,,,431,422
2020-08-13 wots 3v3.dm_26.dm_meta,2172992,0:15:57,1217279,2422241,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:15:57,^3Xen_Crypt,^1DP,MOD_DISRUPTOR_SNIPER,0,0,4.36148262,132.1661377,6506,0,0,520,0,0,524,,,1329,0
2020-06-28 kejim 2v2.dm_26.dm_meta,250610,0:02:55,76568,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:02:55,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,1.399118662,0.005299692042,4.353432178,131.9221954,2684,0,0,112,74,0,433,,,0,0
2020-08-13 trieron 3v3.dm_26.dm_meta,2386176,0:14:10,1537416,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:14:10,^3Xen_Crypt,^4r^7d^4l,MOD_DISRUPTOR_SNIPER,0,0,4.293760777,130.1139679,1157,569,158,585,969,299,985,,,168,31
2020-08-13 trieron 3v3.dm_26.dm_meta,2038752,0:08:23,1537416,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:08:23,^3Xen_Crypt,^1DP,MOD_DISRUPTOR_SNIPER,0,0,4.278512001,129.651886,1886,0,0,38,985,347,993,,,114,12
2020-06-27 cairn 4v4.dm_26.dm_meta,756203,0:09:15,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:09:15,^7xenspec,^7CYD INSTAGIB ONLY,MOD_DISRUPTOR,0,0,4.17778492,126.5995407,1396,616,147,660,1433,63,1107,,,636,90
2020-06-27 cairn 4v4.dm_26.dm_meta,219557,0:00:19,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:00:19,^7xenspec,^7Padawan,MOD_DISRUPTOR,0.9777368903,0.02962839045,4.110135078,124.5495453,709,319,0,365,710,192,976,,,451,11
2020-08-21 manaan 2v2.dm_26.dm_meta,160508176,0:08:32,159997204,160999183,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:08:32,^3Xen_Crypt,^7enab(tired),MOD_DISRUPTOR_SNIPER,0.4503724575,0.001705956296,4.048595905,122.6847229,2087,0,0,256,1056,299,1166,,,1893,1485
2019-06-07 kejim 3v3.dm_26.dm_meta,2748256,0:19:10,2051461,3052384,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:19:10,^3Xen_Crypt,^7enab,MOD_DISRUPTOR_SNIPER,0.8205434084,0.00414415868,3.882750034,117.6590958,2733,0,0,2,316,383,352,,,174,139
2020-08-13 wots 2v2.dm_26.dm_meta,2833293,0:06:51,2423565,3633411,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:06:51,^3Xen_Crypt,^1APOSTLE(X SERVANT),MOD_DISRUPTOR_SNIPER,1.415233493,0.005360732786,3.546427727,107.4675064,4696,0,0,466,139,0,466,,,1430,1405
2020-06-28 kejim 2v2.dm_26.dm_meta,239588,0:02:44,76568,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:02:44,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,1.049711943,0.003976181615,3.523071527,106.7597427,2538,0,0,273,586,247,531,,,123,41
2020-06-28 lego 2v2.dm_26.dm_meta,3836621,0:03:16,3641261,,MOD_DISRUPTOR,bad,TRUE,,,,,0:03:16,^3Xen_Crypt,^7lg,MOD_DISRUPTOR,0.4438938797,0.01345132943,3.473217726,105.2490234,1364,426,0,431,1123,301,971,,,191,23
2020-05-14 salliche 4v4.dm_26.dm_meta,1291896,0:18:11,201906,1416207,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:18:11,^3Xen_Crypt,^7M^0er^6c^0e^7r SPEC FNNEED,MOD_DISRUPTOR_SNIPER,0,0,3.438532114,104.1979446,841,773,251,800,1079,59,959,,,348,35
2020-07-02 elrood 1v1.dm_26.dm_meta,691849,0:11:32,9310,1216054,MOD_DISRUPTOR,bad,TRUE,,,,,0:11:32,^3Xen_Crypt,^7spdy,MOD_DISRUPTOR,0.5913257599,0.01791896299,3.369795322,102.1150131,933,755,142,671,682,0,1024,,,43,0
2020-09-20 kejim 3v3 0751.dm_26.dm_meta,2179468,0:14:39,1301767,2516629,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:14:39,^3Xen_Crypt,^0Fl^5y^0nn,MOD_DISRUPTOR_SNIPER,0,0,3.367757559,102.0532608,612,486,113,481,1011,291,947,,,150,28
2020-08-13 wots 3v3.dm_26.dm_meta,2306939,0:18:11,1217279,2422241,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:18:11,^3Xen_Crypt,^1APOSTLE(X SERVANT),MOD_DISRUPTOR_SNIPER,0,0,3.325066328,100.7595825,5262,0,0,0,517,666,570,,,477,303
2020-05-17 sert��o_alpha7 4v4 (3).dm_26.dm_meta,3466719,0:13:18,2670165,3884235,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:13:18,^3Xen_Crypt,^7csr,MOD_DISRUPTOR_SNIPER,0,0,3.283313274,99.49433899,2607,0,0,0,0,0,340,,,0,0
2020-02-07 kejim 2v2 (2).dm_26.dm_meta,90625721,0:16:49,89621729,90832499,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:16:49,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,0.3467661738,0.005254033022,3.200422287,96.98249054,3132,0,0,0,414,0,643,,,19,0
2020-04-14 kejim 4v4 (2).dm_26.dm_meta,1369054,0:19:35,144226,,MOD_DISRUPTOR,bad,TRUE,,,,,0:19:35,^3XEN_CRYPT,^3L^7aGgy,MOD_DISRUPTOR,0,0,2.907892466,88.11795044,1219,587,60,480,1235,56,1048,,,355,3
2020-04-19 telti 4v4 (2).dm_26.dm_meta,1833987,0:08:19,1336248,2220978,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:08:19,^3Xen_Crypt,^7SAO^1^^7Gato^1^^7I,MOD_DISRUPTOR_SNIPER,0.6275203228,0.003803153522,2.906195164,88.06652069,2537,0,0,8,1166,139,1130,,,1165,997
2020-09-13 kejim 4v4.dm_26.dm_meta,2928201,0:05:49,2580447,3195930,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:05:49,^3Xen_Crypt,^7X's Holy Kitten,MOD_DISRUPTOR_SNIPER,0.6752124429,0.003410163801,2.889487982,87.5602417,2930,0,0,0,0,0,417,,,0,0
2020-01-31 telti 5v3.dm_26.dm_meta,637535,0:09:23,75875,1290374,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:09:23,^3Xen_Crypt,,MOD_DISRUPTOR_SNIPER,0,0,2.854807377,86.50931549,2661,0,0,0,528,325,500,,,59,16
2020-02-28 DOSUUN 4v4 (2).dm_26.dm_meta,1978795,0:10:21,1362949,2158348,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:10:21,^3Xen_Crypt,^7vieja del coronavirus,MOD_DISRUPTOR_SNIPER,0.1877344549,0.0007111153682,2.758296013,83.58472443,3052,0,0,112,0,0,0,,,0,0
2020-08-13 trieron 3v3.dm_26.dm_meta,1829202,0:04:53,1537416,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:04:53,^3Xen_Crypt,^4r^7d^4l,MOD_DISRUPTOR_SNIPER,0.319360286,0.00138251204,2.747510195,83.25788879,3424,0,0,0,388,300,381,,,357,12
2020-06-26 lego 1v1.dm_26.dm_meta,14728719,0:06:39,14331069,15442410,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:06:39,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,0.6650359035,0.002878943225,2.719959497,82.42301178,2528,0,0,0,900,378,861,,,123,23
2020-05-30 kharzet 4v4.dm_26.dm_meta,1016375,0:13:52,185501,1400363,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:13:52,^3xEN_cRYPT,^7ari^4Z^7a,MOD_DISRUPTOR_SNIPER,0.01553701423,0.0001177046506,2.687527418,81.44022369,3283,0,0,1,288,185,341,,,154,108
13 sal mpctf_kejim 2014-12-26_21-40-09.dm_26.dm_meta,1357995,0:19:13,205338,1420959,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:19:13,sal,spec,MOD_DISRUPTOR_SNIPER,0,0,2.671937227,80.96779633,2522,0,0,34,626,363,592,,,282,146
2020-04-19 telti 4v4.dm_26.dm_meta,627767,0:08:29,120128,1335089,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:08:29,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,0,0,2.671112776,80.94281006,2439,0,0,141,1128,515,1106,,,605,245
2020-06-28 kejim 2v2.dm_26.dm_meta,357893,0:04:42,76568,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:04:42,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,0.4083087742,0.01237299293,2.641732216,80.05249023,3024,59,0,314,126,0,128,,,2,0
2020-06-27 cairn 4v4.dm_26.dm_meta,1091087,0:14:50,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:14:50,^7xenspec,^7Seaal,MOD_DISRUPTOR,1.920094609,0.008312097751,2.467384815,74.7692337,857,465,0,332,706,215,1036,,,454,6
2019-06-08 telti 4v4.dm_26.dm_meta,1318424,0:19:57,126761,1337333,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:19:57,^3Xen_Crypt,^7Padawn,MOD_DISRUPTOR_SNIPER,0.1055202335,0.0007993957261,2.391792059,72.47854614,2973,0,0,0,0,0,255,,,15,9
2020-04-19 telti 4v4 (2).dm_26.dm_meta,1697037,0:06:02,1336248,2220978,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:06:02,^3Xen_Crypt,^7flower,MOD_DISRUPTOR_SNIPER,1.351921082,0.006827884354,2.298697233,69.65749359,87,0,0,125,1009,0,1212,,,77,0
2020-08-13 trieron 3v3.dm_26.dm_meta,2419110,0:14:43,1537416,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:14:43,^3Xen_Crypt,^1DP,MOD_DISRUPTOR_SNIPER,0,0,2.267579079,68.71451569,1561,257,191,282,1068,195,1022,,,337,64
2020-06-28 kejim 2v2.dm_26.dm_meta,594734,0:08:39,76568,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:08:39,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,0.1615588069,0.0006119651953,2.218837261,67.23749542,2659,0,0,0,530,333,493,,,174,88
2020-08-21 manaan 2v2.dm_26.dm_meta,160934074,0:15:38,159997204,160999183,MOD_DISRUPTOR,bad,TRUE,,,,,0:15:38,^3Xen_Crypt,^0Fl^5y^0nn,MOD_DISRUPTOR,0.1056631207,0.003201912856,2.095892191,63.5118866,3068,1291,99,1291,110,0,64,,,0,0
2020-08-13 wots 3v3.dm_26.dm_meta,1446926,0:03:51,1217279,2422241,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:03:51,^3Xen_Crypt,^1APOSTLE(X SERVANT),MOD_DISRUPTOR_SNIPER,0.2650985122,0.00100416108,2.051481485,62.16610718,3455,0,0,520,0,0,508,,,524,0
"2020-01-25 genarius 5v5 0414,1347.dm_26.dm_meta",382255,0:03:23,180625,1456339,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:03:23,^3Xen_Crypt,^5ski,MOD_DISRUPTOR_SNIPER,0,0,1.84848845,56.01480103,1290,0,0,0,0,0,1018,,,0,0
2020-09-05 kejim 4v4.dm_26.dm_meta,10437746,0:09:41,9858431,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:09:41,^7flor_mourner_2,^7RIP flor :(:(:(,MOD_DISRUPTOR_SNIPER,0.5724762678,0.002891294193,1.747180223,52.94485474,2643,0,0,0,0,0,379,,,0,0
2020-08-13 wots 2v2.dm_26.dm_meta,2965986,0:09:04,2423565,3633411,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:09:04,^3Xen_Crypt,^1APOSTLE(X SERVANT),MOD_DISRUPTOR_SNIPER,1.10472703,0.004184572026,1.737794399,52.66043472,2525,0,0,29,271,264,171,,,1241,1178
2019-06-07 kejim 3v3.dm_26.dm_meta,2481979,0:14:44,2051461,3052384,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:14:44,^3Xen_Crypt,^7cydrl^5@^7steam,MOD_DISRUPTOR_SNIPER,0,0,1.623497248,49.19688797,1474,529,106,556,1193,246,1166,,,303,51
2020-08-13 wots 2v2.dm_26.dm_meta,3379146,0:15:57,2423565,3633411,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:15:57,^3Xen_Crypt,^1DP,MOD_DISRUPTOR_SNIPER,0.1662533134,0.0007197113009,1.541388154,46.7087326,5095,0,0,521,5,0,524,,,542,0
2020-06-27 cairn 4v4.dm_26.dm_meta,1047956,0:14:07,202001,1329875,MOD_DISRUPTOR,bad,TRUE,,,,,0:14:07,^7xenspec,^7CYD INSTAGIB ONLY,MOD_DISRUPTOR,0.09338378906,0.001414905884,1.457687378,44.17234421,555,427,0,454,600,187,1095,,,1715,1615
2020-09-01 telti 4v4.dm_26.dm_meta,980570,0:13:00,201803,1416665,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:13:00,^3Xen_Crypt,^7flor (spex),MOD_DISRUPTOR_SNIPER,0,0,1.454817533,44.08538055,3133,0,0,0,889,309,821,,,102,15
2019-06-08 kejim 4v4.dm_26.dm_meta,412541,0:04:11,164942,1377329,MOD_DISRUPTOR,bad,TRUE,,,,,0:04:11,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR,0,0,1.431177378,43.36901093,1619,982,151,963,293,330,344,,,182,148
2020-02-28 kejim 4v4.dm_26.dm_meta,6366479,0:06:33,5978696,7110464,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:06:33,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,0,0,1.425314665,43.19135284,3006,0,0,47,697,299,604,,,107,25
2018-07-12 kejim 2v2.dm_26.dm_meta,262144597,0:16:05,261180436,262385860,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:16:05,^3Xen_Crypt,^7nero,MOD_DISRUPTOR_SNIPER,0.4707804918,0.007133037783,1.422167301,43.09597778,2663,0,0,5,194,0,251,,,4,0
2020-06-20 nelvaan 3v3.dm_26.dm_meta,857612,0:12:00,138971,1353899,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:12:00,^3Xen_Crypt,^7leonardo,MOD_DISRUPTOR_SNIPER,0,0,1.32431972,40.13090134,3030,0,0,27,933,318,910,,,303,103
2020-08-28 kejim 3v3 1319.dm_26.dm_meta,5536405,0:10:38,4899241,6114169,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:10:38,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,0.5391702056,0.004084622953,1.318965793,39.96866226,2968,0,0,125,282,509,360,,,14,3
2020-07-26 telti 4v4 (2).dm_26.dm_meta,2049411,0:07:55,1575498,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:07:55,^3Xen_Crypt,^7specifnotneed,MOD_DISRUPTOR_SNIPER,0.663741529,0.003352229949,1.143647194,34.65597534,3366,0,0,0,359,273,422,,,53,25
2019-06-07 kejim 3v3.dm_26.dm_meta,2574379,0:16:17,2051461,3052384,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:16:17,^3Xen_Crypt,^7cydrl^5@^7steam,MOD_DISRUPTOR_SNIPER,0.02197265625,0.0006658380735,1.125133514,34.09495544,3978,0,0,0,517,297,644,,,296,62
10 most overrated jka player mpctf_telti 2021-03-28_03-19-32.dm_26.dm_meta,1527842,0:19:12,376736,1592357,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:19:12,^7most overrated jka playe,^3Xen's Apprentice,MOD_DISRUPTOR_SNIPER,0,0,1.08838141,32.98125458,2561,0,0,0,0,0,979,,,0,0
2020-08-21 manaan 3v3.dm_26.dm_meta,162383549,0:01:20,162305141,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:01:20,^3Xen_Crypt,^0Fl^5y^0nn,MOD_DISRUPTOR_SNIPER,0.274548322,0.002773215296,1.05166471,31.86862755,3365,0,0,0,761,305,787,,,78,17
"2018-06-28 sikurd 4v4 0507,1155.dm_26.dm_meta",578498,0:06:44,175007,1035284,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:06:44,^3Xen_Crypt,^7-=^1redstar^7=-,MOD_DISRUPTOR_SNIPER,0,0,0.8955373764,27.13749695,2655,0,0,0,0,0,543,,,0,0
2018-06-03 telti 4v4.dm_26.dm_meta,651597,0:07:48,184515,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:07:48,^3Xen_Crypt,^7ent FAN,MOD_DISRUPTOR_SNIPER,0,0,0.8393583298,25.43510056,2672,0,0,6,894,304,866,,,117,15
2020-08-10 telti 4v4.dm_26.dm_meta,368556,0:01:38,271404,1486200,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:01:38,^3Xeno,^7DP,MOD_DISRUPTOR_SNIPER,0,0,0.8173192739,24.76725006,2567,0,0,232,206,0,295,,,5,0
2020-06-14 ctf4 2v2.dm_26.dm_meta,51557623,0:08:36,51312928,52445389,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:08:36,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,0.08402924985,0.0005092681968,0.8140268922,24.66748238,2695,0,0,79,0,0,14,,,0,0
2020-08-28 kejim 3v3 (2).dm_26.dm_meta,4061928,0:00:29,4034076,4898115,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:00:29,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,0.1829314381,0.001385844196,0.7892588973,23.91693687,3229,0,0,0,600,237,561,,,59,9
2020-05-20 kejim 4v4 (2).dm_26.dm_meta,1402314,0:19:29,234510,1449405,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:19:29,^3Xen_Crypt,^7teh,MOD_DISRUPTOR_SNIPER,0.6438494325,0.003902117722,0.7613533139,23.07131195,3701,0,0,0,0,0,454,,,0,0
2020-06-28 kejim 2v2.dm_26.dm_meta,770624,0:11:35,76568,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:11:35,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,0.6910479069,0.002617605729,0.6910479069,20.94084549,2629,0,0,341,697,332,680,,,336,162
2020-05-17 kejim 4v4.dm_26.dm_meta,865404,0:06:59,447096,1175967,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:06:59,^3Xen_Crypt,^7M^0er^6c^0e^7r,MOD_DISRUPTOR_SNIPER,0,0,0.6364963055,19.28776741,1588,0,0,282,689,0,977,,,44,0
2020-08-28 kejim 3v3 1319.dm_26.dm_meta,5828488,0:15:30,4899241,6114169,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:15:30,^3Xen_Crypt,^7teh,MOD_DISRUPTOR_SNIPER,0,0,0.6345734,19.22949791,3029,0,0,10,0,0,395,,,0,0
2020-08-03 ctf4 4v4.dm_26.dm_meta,895591,0:14:56,9739,1215988,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:14:56,^3Xen_Crypt,^7padawancooking,MOD_DISRUPTOR_SNIPER,0,0,0.6328830719,19.17827415,2772,0,0,23,0,0,0,,,0,0
2018-01-12 nelvaan 3v3.dm_26.dm_meta,100658,0:00:49,52478,919817,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:00:49,^3Xen_Crypt,^7math^5.,MOD_DISRUPTOR_SNIPER,0,0,0.6280730963,19.03251839,1533,793,144,844,1234,605,1204,,,166,19
2019-06-07 kejim 3v3.dm_26.dm_meta,2449012,0:14:11,2051461,3052384,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:14:11,^3Xen_Crypt,^7cydrl^5@^7steam,MOD_DISRUPTOR_SNIPER,0,0,0.6131955981,18.58168411,2725,0,0,0,1171,365,1154,,,369,17
2017-12-30 talay 4v4.dm_26.dm_meta,558475,0:01:53,446440,1661797,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:01:53,^3Xen_Crypt,^5_^0Peace^5f^0ul pla^5y^0er^5.,MOD_DISRUPTOR_SNIPER,0,0,0.5971400142,18.0951519,2552,14,0,0,0,0,412,,,0,0
4 xen mpctf_kejim 2021-12-22_22-35-08.dm_26.dm_meta,260972,0:01:58,142931,1358552,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:01:58,^7xen,^7base,MOD_DISRUPTOR_SNIPER,0.1056631207,0.0008004782139,0.5942019224,18.00611877,3179,0,0,25,170,45,235,,,4,1
10 most overrated jka player mpctf_telti 2021-03-28_03-19-32.dm_26.dm_meta,954995,0:09:39,376736,1592357,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:09:39,^7most overrated jka playe,^3Xen's Apprentice,MOD_DISRUPTOR_SNIPER,0,0,0.5861491561,17.76209641,2808,0,0,0,0,0,467,,,0,0
2020-06-28 kejim 2v2.dm_26.dm_meta,139235,0:01:04,76568,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:01:04,^3Xen_Crypt,^7lg,MOD_DISRUPTOR_SNIPER,0.1499342024,0.004543460906,0.5160359144,15.63745213,2869,989,323,997,0,0,76,,,0,0
2020-04-13 ns_streets 2v2.dm_26.dm_meta,136822,0:02:17,10828,1214668,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:02:17,^3XEN_CRYPT,^4b^7aku^5.,MOD_DISRUPTOR_SNIPER,0,0,0.4859199524,14.72484684,3603,0,0,0,167,63,115,,,4,1
2019-06-08 telti 4v4.dm_26.dm_meta,1320503,0:19:59,126761,1337333,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:19:59,^3Xen_Crypt,^7Padawan,MOD_DISRUPTOR_SNIPER,0.1546889096,0.002343771281,0.4435878694,13.44205666,2747,0,0,13,218,0,253,,,6,0
2020-05-20 sert��o_alpha7 4v4.dm_26.dm_meta,1366340,0:18:16,271796,1475504,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:18:16,^3Xen_Crypt,^3Kyo_Crypt,MOD_DISRUPTOR_SNIPER,0,0,0.4252503812,12.88637543,2718,0,0,0,0,0,577,,,0,0
2020-02-08 telti 4v4 (2).dm_26.dm_meta,2142273,0:12:09,1419144,2146035,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:12:09,^1S^7upes,^7Isaac Lobo,MOD_DISRUPTOR_SNIPER,0,0,0.4070134461,12.33374119,3099,0,0,0,511,330,518,,,168,89
2020-05-11 bilios 4v4 (2).dm_26.dm_meta,1282124,0:01:06,1217081,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:01:06,^3Xen_Crypt,^7asdf^0.^1.^3.,MOD_DISRUPTOR_SNIPER,0.04913235456,0.001488859183,0.3982449174,12.0680275,3077,0,0,0,0,0,295,,,0,0
2020-08-10 manaan 4v4.dm_26.dm_meta,739439,0:11:14,66701,943082,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:11:14,^3Xeno,^0ent,MOD_DISRUPTOR_SNIPER,0.1891755164,0.001910863793,0.3664397597,11.10423565,2900,0,0,69,196,0,280,,,5,0
2020-07-20 kejim 3v3.dm_26.dm_meta,2154879,0:12:43,1392810,2691162,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:12:43,^7xen,^7lag,MOD_DISRUPTOR_SNIPER,0.1336544454,0.004050134681,0.3427399695,10.38605976,5882,0,0,0,1278,178,1302,,,115,25
2020-08-15 kharzet 4v4 (2).dm_26.dm_meta,1874742,0:07:32,1423830,,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:07:32,^3Xen_Crypt,^7Seaal,MOD_DISRUPTOR_SNIPER,0,0,0.3134956062,9.499866486,3252,0,0,75,7,0,26,,,0,0
2018-06-25 kejim 2v2.dm_26.dm_meta,95491657,0:31:46,94527991,95914123,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:31:46,^3Xen_Crypt,^4^^7Seef^4.,MOD_DISRUPTOR_SNIPER,0.0909280479,0.00275539537,0.3127728701,9.477965355,3253,0,0,0,0,0,22,,,0,0
2019-06-07 kejim 3v3.dm_26.dm_meta,2359582,0:12:42,2051461,3052384,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:12:42,^3Xen_Crypt,^7cydrl^5@^7steam,MOD_DISRUPTOR_SNIPER,0.2252197266,0.002274946775,0.3076171875,9.321733475,2762,0,0,329,834,229,871,,,173,36
2020-05-16 manaan 4v3.dm_26.dm_meta,577904,0:06:24,195170,1340930,MOD_DISRUPTOR_SNIPER,bad,TRUE,,,,,0:06:24,^7xen,^4h^0annah,MOD_DISRUPTOR_SNIPER,0.1916319281,0.005807028152,0.2993144393,9.070134163,3889,0,0,0,0,0,210,,,0,0
